Sample,Repeat,Read_No
DMPX_BM1-N701-A-S507-A_S49_L001,162,0
DMPX_BM1-N701-A-S507-A_S49_L001,163,0
DMPX_BM1-N701-A-S507-A_S49_L001,164,0
DMPX_BM1-N701-A-S507-A_S49_L001,165,0
DMPX_BM1-N701-A-S507-A_S49_L001,166,0
DMPX_BM1-N701-A-S507-A_S49_L001,167,0
DMPX_BM1-N701-A-S507-A_S49_L001,168,0
DMPX_BM1-N701-A-S507-A_S49_L001,169,0
DMPX_BM1-N701-A-S507-A_S49_L001,170,1
DMPX_BM1-N701-A-S507-A_S49_L001,171,0
DMPX_BM1-N701-A-S507-A_S49_L001,172,0
DMPX_BM1-N701-A-S507-A_S49_L001,173,0
DMPX_BM1-N701-A-S507-A_S49_L001,174,0
DMPX_BM1-N701-A-S507-A_S49_L001,175,0
DMPX_BM1-N701-A-S507-A_S49_L001,176,0
DMPX_BM1-N701-A-S507-A_S49_L001,177,0
DMPX_BM1-N701-A-S507-A_S49_L001,178,0
DMPX_BM1-N701-A-S507-A_S49_L001,179,0
DMPX_BM1-N701-A-S507-A_S49_L001,180,0
DMPX_BM1-N701-A-S507-A_S49_L001,181,0
DMPX_BM1-N701-A-S507-A_S49_L001,182,0
DMPX_BM1-N701-A-S507-A_S49_L001,183,0
DMPX_BM1-N701-A-S507-A_S49_L001,184,0
DMPX_BM1-N701-A-S507-A_S49_L001,185,0
DMPX_BM1-N701-A-S507-A_S49_L001,186,2
DMPX_BM1-N701-A-S507-A_S49_L001,187,0
DMPX_BM1-N701-A-S507-A_S49_L001,188,0
DMPX_BM1-N701-A-S507-A_S49_L001,189,0
DMPX_BM1-N701-A-S507-A_S49_L001,190,1
DMPX_BM1-N701-A-S507-A_S49_L001,191,0
DMPX_BM1-N701-A-S507-A_S49_L001,192,0
DMPX_BM1-N701-A-S507-A_S49_L001,193,0
DMPX_BM1-N701-A-S507-A_S49_L001,194,0
DMPX_BM1-N701-A-S507-A_S49_L001,195,0
DMPX_BM1-N701-A-S507-A_S49_L001,196,0
DMPX_BM1-N701-A-S507-A_S49_L001,197,0
DMPX_BM1-N701-A-S507-A_S49_L001,198,0
DMPX_BM1-N701-A-S507-A_S49_L001,199,0
DMPX_BM1-N701-A-S507-A_S49_L001,200,2
DMPX_BM1-N701-A-S508-A_S61_L001,1,0
DMPX_BM1-N701-A-S508-A_S61_L001,2,0
DMPX_BM1-N701-A-S508-A_S61_L001,3,0
DMPX_BM1-N701-A-S508-A_S61_L001,4,0
DMPX_BM1-N701-A-S508-A_S61_L001,5,0
DMPX_BM1-N701-A-S508-A_S61_L001,6,1
DMPX_BM1-N701-A-S508-A_S61_L001,7,0
DMPX_BM1-N701-A-S508-A_S61_L001,8,1
DMPX_BM1-N701-A-S508-A_S61_L001,9,1
DMPX_BM1-N701-A-S508-A_S61_L001,10,8
DMPX_BM1-N701-A-S508-A_S61_L001,11,9
DMPX_BM1-N701-A-S508-A_S61_L001,12,9
DMPX_BM1-N701-A-S508-A_S61_L001,13,21
DMPX_BM1-N701-A-S508-A_S61_L001,14,24
DMPX_BM1-N701-A-S508-A_S61_L001,15,74
DMPX_BM1-N701-A-S508-A_S61_L001,16,392
DMPX_BM1-N701-A-S508-A_S61_L001,17,2348
DMPX_BM1-N701-A-S508-A_S61_L001,18,10750
DMPX_BM1-N701-A-S508-A_S61_L001,19,152
DMPX_BM1-N701-A-S508-A_S61_L001,20,43
DMPX_BM1-N701-A-S508-A_S61_L001,21,25
DMPX_BM1-N701-A-S508-A_S61_L001,22,10
DMPX_BM1-N701-A-S508-A_S61_L001,23,11
DMPX_BM1-N701-A-S508-A_S61_L001,24,8
DMPX_BM1-N701-A-S508-A_S61_L001,25,10
DMPX_BM1-N701-A-S508-A_S61_L001,26,10
DMPX_BM1-N701-A-S508-A_S61_L001,27,9
DMPX_BM1-N701-A-S508-A_S61_L001,28,17
DMPX_BM1-N701-A-S508-A_S61_L001,29,14
DMPX_BM1-N701-A-S508-A_S61_L001,30,27
DMPX_BM1-N701-A-S508-A_S61_L001,31,16
DMPX_BM1-N701-A-S508-A_S61_L001,32,27
DMPX_BM1-N701-A-S508-A_S61_L001,33,33
DMPX_BM1-N701-A-S508-A_S61_L001,34,49
DMPX_BM1-N701-A-S508-A_S61_L001,35,59
DMPX_BM1-N701-A-S508-A_S61_L001,36,104
DMPX_BM1-N701-A-S508-A_S61_L001,37,141
DMPX_BM1-N701-A-S508-A_S61_L001,38,290
DMPX_BM1-N701-A-S508-A_S61_L001,39,804
DMPX_BM1-N701-A-S508-A_S61_L001,40,2132
DMPX_BM1-N701-A-S508-A_S61_L001,41,5194
DMPX_BM1-N701-A-S508-A_S61_L001,42,8490
DMPX_BM1-N701-A-S508-A_S61_L001,43,2295
DMPX_BM1-N701-A-S508-A_S61_L001,44,585
DMPX_BM1-N701-A-S508-A_S61_L001,45,360
DMPX_BM1-N701-A-S508-A_S61_L001,46,85
DMPX_BM1-N701-A-S508-A_S61_L001,47,20
DMPX_BM1-N701-A-S508-A_S61_L001,48,6
DMPX_BM1-N701-A-S508-A_S61_L001,49,5
DMPX_BM1-N701-A-S508-A_S61_L001,50,8
DMPX_BM1-N701-A-S508-A_S61_L001,51,0
DMPX_BM1-N701-A-S508-A_S61_L001,52,5
DMPX_BM1-N701-A-S508-A_S61_L001,53,4
DMPX_BM1-N701-A-S508-A_S61_L001,54,5
DMPX_BM1-N701-A-S508-A_S61_L001,55,4
DMPX_BM1-N701-A-S508-A_S61_L001,56,1
DMPX_BM1-N701-A-S508-A_S61_L001,57,1
DMPX_BM1-N701-A-S508-A_S61_L001,58,1
DMPX_BM1-N701-A-S508-A_S61_L001,59,0
DMPX_BM1-N701-A-S508-A_S61_L001,60,0
DMPX_BM1-N701-A-S508-A_S61_L001,61,1
DMPX_BM1-N701-A-S508-A_S61_L001,62,1
DMPX_BM1-N701-A-S508-A_S61_L001,63,1
DMPX_BM1-N701-A-S508-A_S61_L001,64,2
DMPX_BM1-N701-A-S508-A_S61_L001,65,0
DMPX_BM1-N701-A-S508-A_S61_L001,66,1
DMPX_BM1-N701-A-S508-A_S61_L001,67,0
DMPX_BM1-N701-A-S508-A_S61_L001,68,0
DMPX_BM1-N701-A-S508-A_S61_L001,69,2
DMPX_BM1-N701-A-S508-A_S61_L001,70,0
DMPX_BM1-N701-A-S508-A_S61_L001,71,0
DMPX_BM1-N701-A-S508-A_S61_L001,72,1
DMPX_BM1-N701-A-S508-A_S61_L001,73,0
DMPX_BM1-N701-A-S508-A_S61_L001,74,0
DMPX_BM1-N701-A-S508-A_S61_L001,75,0
DMPX_BM1-N701-A-S508-A_S61_L001,76,0
DMPX_BM1-N701-A-S508-A_S61_L001,77,0
DMPX_BM1-N701-A-S508-A_S61_L001,78,0
DMPX_BM1-N701-A-S508-A_S61_L001,79,0
DMPX_BM1-N701-A-S508-A_S61_L001,80,0
DMPX_BM1-N701-A-S508-A_S61_L001,81,0
DMPX_BM1-N701-A-S508-A_S61_L001,82,0
DMPX_BM1-N701-A-S508-A_S61_L001,83,0
DMPX_BM1-N701-A-S508-A_S61_L001,84,0
DMPX_BM1-N701-A-S508-A_S61_L001,85,0
DMPX_BM1-N701-A-S508-A_S61_L001,86,0
DMPX_BM1-N701-A-S508-A_S61_L001,87,0
DMPX_BM1-N701-A-S508-A_S61_L001,88,0
DMPX_BM1-N701-A-S508-A_S61_L001,89,0
DMPX_BM1-N701-A-S508-A_S61_L001,90,0
DMPX_BM1-N701-A-S508-A_S61_L001,91,0
DMPX_BM1-N701-A-S508-A_S61_L001,92,0
DMPX_BM1-N701-A-S508-A_S61_L001,93,0
DMPX_BM1-N701-A-S508-A_S61_L001,94,0
DMPX_BM1-N701-A-S508-A_S61_L001,95,0
DMPX_BM1-N701-A-S508-A_S61_L001,96,0
DMPX_BM1-N701-A-S508-A_S61_L001,97,0
DMPX_BM1-N701-A-S508-A_S61_L001,98,0
DMPX_BM1-N701-A-S508-A_S61_L001,99,0
DMPX_BM1-N701-A-S508-A_S61_L001,100,0
DMPX_BM1-N701-A-S508-A_S61_L001,101,0
DMPX_BM1-N701-A-S508-A_S61_L001,102,0
DMPX_BM1-N701-A-S508-A_S61_L001,103,0
DMPX_BM1-N701-A-S508-A_S61_L001,104,0
DMPX_BM1-N701-A-S508-A_S61_L001,105,0
DMPX_BM1-N701-A-S508-A_S61_L001,106,0
DMPX_BM1-N701-A-S508-A_S61_L001,107,0
DMPX_BM1-N701-A-S508-A_S61_L001,108,0
DMPX_BM1-N701-A-S508-A_S61_L001,109,0
DMPX_BM1-N701-A-S508-A_S61_L001,110,0
DMPX_BM1-N701-A-S508-A_S61_L001,111,0
DMPX_BM1-N701-A-S508-A_S61_L001,112,0
DMPX_BM1-N701-A-S508-A_S61_L001,113,0
DMPX_BM1-N701-A-S508-A_S61_L001,114,0
DMPX_BM1-N701-A-S508-A_S61_L001,115,0
DMPX_BM1-N701-A-S508-A_S61_L001,116,1
DMPX_BM1-N701-A-S508-A_S61_L001,117,0
DMPX_BM1-N701-A-S508-A_S61_L001,118,0
DMPX_BM1-N701-A-S508-A_S61_L001,119,0
DMPX_BM1-N701-A-S508-A_S61_L001,120,0
DMPX_BM1-N701-A-S508-A_S61_L001,121,0
DMPX_BM1-N701-A-S508-A_S61_L001,122,0
DMPX_BM1-N701-A-S508-A_S61_L001,123,0
DMPX_BM1-N701-A-S508-A_S61_L001,124,0
DMPX_BM1-N701-A-S508-A_S61_L001,125,0
DMPX_BM1-N701-A-S508-A_S61_L001,126,0
DMPX_BM1-N701-A-S508-A_S61_L001,127,0
DMPX_BM1-N701-A-S508-A_S61_L001,128,0
DMPX_BM1-N701-A-S508-A_S61_L001,129,0
DMPX_BM1-N701-A-S508-A_S61_L001,130,0
DMPX_BM1-N701-A-S508-A_S61_L001,131,0
DMPX_BM1-N701-A-S508-A_S61_L001,132,0
DMPX_BM1-N701-A-S508-A_S61_L001,133,0
DMPX_BM1-N701-A-S508-A_S61_L001,134,0
DMPX_BM1-N701-A-S508-A_S61_L001,135,0
DMPX_BM1-N701-A-S508-A_S61_L001,136,0
DMPX_BM1-N701-A-S508-A_S61_L001,137,0
DMPX_BM1-N701-A-S508-A_S61_L001,138,0
DMPX_BM1-N701-A-S508-A_S61_L001,139,0
DMPX_BM1-N701-A-S508-A_S61_L001,140,0
DMPX_BM1-N701-A-S508-A_S61_L001,141,0
DMPX_BM1-N701-A-S508-A_S61_L001,142,0
DMPX_BM1-N701-A-S508-A_S61_L001,143,0
DMPX_BM1-N701-A-S508-A_S61_L001,144,0
DMPX_BM1-N701-A-S508-A_S61_L001,145,0
DMPX_BM1-N701-A-S508-A_S61_L001,146,0
DMPX_BM1-N701-A-S508-A_S61_L001,147,0
DMPX_BM1-N701-A-S508-A_S61_L001,148,0
DMPX_BM1-N701-A-S508-A_S61_L001,149,0
DMPX_BM1-N701-A-S508-A_S61_L001,150,0
DMPX_BM1-N701-A-S508-A_S61_L001,151,0
DMPX_BM1-N701-A-S508-A_S61_L001,152,0
DMPX_BM1-N701-A-S508-A_S61_L001,153,0
DMPX_BM1-N701-A-S508-A_S61_L001,154,0
DMPX_BM1-N701-A-S508-A_S61_L001,155,0
DMPX_BM1-N701-A-S508-A_S61_L001,156,0
DMPX_BM1-N701-A-S508-A_S61_L001,157,0
DMPX_BM1-N701-A-S508-A_S61_L001,158,0
DMPX_BM1-N701-A-S508-A_S61_L001,159,0
DMPX_BM1-N701-A-S508-A_S61_L001,160,0
DMPX_BM1-N701-A-S508-A_S61_L001,161,0
DMPX_BM1-N701-A-S508-A_S61_L001,162,0
DMPX_BM1-N701-A-S508-A_S61_L001,163,0
DMPX_BM1-N701-A-S508-A_S61_L001,164,0
DMPX_BM1-N701-A-S508-A_S61_L001,165,0
DMPX_BM1-N701-A-S508-A_S61_L001,166,0
DMPX_BM1-N701-A-S508-A_S61_L001,167,0
DMPX_BM1-N701-A-S508-A_S61_L001,168,0
DMPX_BM1-N701-A-S508-A_S61_L001,169,0
DMPX_BM1-N701-A-S508-A_S61_L001,170,0
DMPX_BM1-N701-A-S508-A_S61_L001,171,0
DMPX_BM1-N701-A-S508-A_S61_L001,172,0
DMPX_BM1-N701-A-S508-A_S61_L001,173,0
DMPX_BM1-N701-A-S508-A_S61_L001,174,0
DMPX_BM1-N701-A-S508-A_S61_L001,175,0
DMPX_BM1-N701-A-S508-A_S61_L001,176,0
DMPX_BM1-N701-A-S508-A_S61_L001,177,0
DMPX_BM1-N701-A-S508-A_S61_L001,178,0
DMPX_BM1-N701-A-S508-A_S61_L001,179,0
DMPX_BM1-N701-A-S508-A_S61_L001,180,0
DMPX_BM1-N701-A-S508-A_S61_L001,181,0
DMPX_BM1-N701-A-S508-A_S61_L001,182,0
DMPX_BM1-N701-A-S508-A_S61_L001,183,0
DMPX_BM1-N701-A-S508-A_S61_L001,184,0
DMPX_BM1-N701-A-S508-A_S61_L001,185,0
DMPX_BM1-N701-A-S508-A_S61_L001,186,0
DMPX_BM1-N701-A-S508-A_S61_L001,187,0
DMPX_BM1-N701-A-S508-A_S61_L001,188,0
DMPX_BM1-N701-A-S508-A_S61_L001,189,0
DMPX_BM1-N701-A-S508-A_S61_L001,190,0
DMPX_BM1-N701-A-S508-A_S61_L001,191,0
DMPX_BM1-N701-A-S508-A_S61_L001,192,0
DMPX_BM1-N701-A-S508-A_S61_L001,193,0
DMPX_BM1-N701-A-S508-A_S61_L001,194,0
DMPX_BM1-N701-A-S508-A_S61_L001,195,0
DMPX_BM1-N701-A-S508-A_S61_L001,196,0
DMPX_BM1-N701-A-S508-A_S61_L001,197,0
DMPX_BM1-N701-A-S508-A_S61_L001,198,0
DMPX_BM1-N701-A-S508-A_S61_L001,199,0
DMPX_BM1-N701-A-S508-A_S61_L001,200,1
DMPX_BM1-N701-A-S510-A_S73_L001,1,0
DMPX_BM1-N701-A-S510-A_S73_L001,2,1
DMPX_BM1-N701-A-S510-A_S73_L001,3,0
DMPX_BM1-N701-A-S510-A_S73_L001,4,0
DMPX_BM1-N701-A-S510-A_S73_L001,5,2
DMPX_BM1-N701-A-S510-A_S73_L001,6,2
DMPX_BM1-N701-A-S510-A_S73_L001,7,4
DMPX_BM1-N701-A-S510-A_S73_L001,8,5
DMPX_BM1-N701-A-S510-A_S73_L001,9,8
DMPX_BM1-N701-A-S510-A_S73_L001,10,18
DMPX_BM1-N701-A-S510-A_S73_L001,11,11
DMPX_BM1-N701-A-S510-A_S73_L001,12,10
DMPX_BM1-N701-A-S510-A_S73_L001,13,23
DMPX_BM1-N701-A-S510-A_S73_L001,14,52
DMPX_BM1-N701-A-S510-A_S73_L001,15,113
DMPX_BM1-N701-A-S510-A_S73_L001,16,647
DMPX_BM1-N701-A-S510-A_S73_L001,17,4206
DMPX_BM1-N701-A-S510-A_S73_L001,18,19292
DMPX_BM1-N701-A-S510-A_S73_L001,19,256
DMPX_BM1-N701-A-S510-A_S73_L001,20,58
DMPX_BM1-N701-A-S510-A_S73_L001,21,29
DMPX_BM1-N701-A-S510-A_S73_L001,22,18
DMPX_BM1-N701-A-S510-A_S73_L001,23,19
DMPX_BM1-N701-A-S510-A_S73_L001,24,8
DMPX_BM1-N701-A-S510-A_S73_L001,25,13
DMPX_BM1-N701-A-S510-A_S73_L001,26,16
DMPX_BM1-N701-A-S510-A_S73_L001,27,21
DMPX_BM1-N701-A-S510-A_S73_L001,28,26
DMPX_BM1-N701-A-S510-A_S73_L001,29,36
DMPX_BM1-N701-A-S510-A_S73_L001,30,54
DMPX_BM1-N701-A-S510-A_S73_L001,31,59
DMPX_BM1-N701-A-S510-A_S73_L001,32,65
DMPX_BM1-N701-A-S510-A_S73_L001,33,86
DMPX_BM1-N701-A-S510-A_S73_L001,34,133
DMPX_BM1-N701-A-S510-A_S73_L001,35,191
DMPX_BM1-N701-A-S510-A_S73_L001,36,445
DMPX_BM1-N701-A-S510-A_S73_L001,37,1172
DMPX_BM1-N701-A-S510-A_S73_L001,38,3462
DMPX_BM1-N701-A-S510-A_S73_L001,39,8827
DMPX_BM1-N701-A-S510-A_S73_L001,40,14225
DMPX_BM1-N701-A-S510-A_S73_L001,41,3654
DMPX_BM1-N701-A-S510-A_S73_L001,42,856
DMPX_BM1-N701-A-S510-A_S73_L001,43,457
DMPX_BM1-N701-A-S510-A_S73_L001,44,113
DMPX_BM1-N701-A-S510-A_S73_L001,45,23
DMPX_BM1-N701-A-S510-A_S73_L001,46,12
DMPX_BM1-N701-A-S510-A_S73_L001,47,5
DMPX_BM1-N701-A-S510-A_S73_L001,48,4
DMPX_BM1-N701-A-S510-A_S73_L001,49,4
DMPX_BM1-N701-A-S510-A_S73_L001,50,7
DMPX_BM1-N701-A-S510-A_S73_L001,51,7
DMPX_BM1-N701-A-S510-A_S73_L001,52,5
DMPX_BM1-N701-A-S510-A_S73_L001,53,2
DMPX_BM1-N701-A-S510-A_S73_L001,54,1
DMPX_BM1-N701-A-S510-A_S73_L001,55,0
DMPX_BM1-N701-A-S510-A_S73_L001,56,2
DMPX_BM1-N701-A-S510-A_S73_L001,57,2
DMPX_BM1-N701-A-S510-A_S73_L001,58,0
DMPX_BM1-N701-A-S510-A_S73_L001,59,1
DMPX_BM1-N701-A-S510-A_S73_L001,60,0
DMPX_BM1-N701-A-S510-A_S73_L001,61,0
DMPX_BM1-N701-A-S510-A_S73_L001,62,3
DMPX_BM1-N701-A-S510-A_S73_L001,63,2
DMPX_BM1-N701-A-S510-A_S73_L001,64,1
DMPX_BM1-N701-A-S510-A_S73_L001,65,1
DMPX_BM1-N701-A-S510-A_S73_L001,66,0
DMPX_BM1-N701-A-S510-A_S73_L001,67,0
DMPX_BM1-N701-A-S510-A_S73_L001,68,0
DMPX_BM1-N701-A-S510-A_S73_L001,69,0
DMPX_BM1-N701-A-S510-A_S73_L001,70,0
DMPX_BM1-N701-A-S510-A_S73_L001,71,0
DMPX_BM1-N701-A-S510-A_S73_L001,72,1
DMPX_BM1-N701-A-S510-A_S73_L001,73,0
DMPX_BM1-N701-A-S510-A_S73_L001,74,0
DMPX_BM1-N701-A-S510-A_S73_L001,75,0
DMPX_BM1-N701-A-S510-A_S73_L001,76,0
DMPX_BM1-N701-A-S510-A_S73_L001,77,0
DMPX_BM1-N701-A-S510-A_S73_L001,78,0
DMPX_BM1-N701-A-S510-A_S73_L001,79,0
DMPX_BM1-N701-A-S510-A_S73_L001,80,0
DMPX_BM1-N701-A-S510-A_S73_L001,81,0
DMPX_BM1-N701-A-S510-A_S73_L001,82,0
DMPX_BM1-N701-A-S510-A_S73_L001,83,1
DMPX_BM1-N701-A-S510-A_S73_L001,84,0
DMPX_BM1-N701-A-S510-A_S73_L001,85,0
DMPX_BM1-N701-A-S510-A_S73_L001,86,0
DMPX_BM1-N701-A-S510-A_S73_L001,87,0
DMPX_BM1-N701-A-S510-A_S73_L001,88,0
DMPX_BM1-N701-A-S510-A_S73_L001,89,0
DMPX_BM1-N701-A-S510-A_S73_L001,90,0
DMPX_BM1-N701-A-S510-A_S73_L001,91,0
DMPX_BM1-N701-A-S510-A_S73_L001,92,1
DMPX_BM1-N701-A-S510-A_S73_L001,93,0
DMPX_BM1-N701-A-S510-A_S73_L001,94,0
DMPX_BM1-N701-A-S510-A_S73_L001,95,0
DMPX_BM1-N701-A-S510-A_S73_L001,96,0
DMPX_BM1-N701-A-S510-A_S73_L001,97,0
DMPX_BM1-N701-A-S510-A_S73_L001,98,0
DMPX_BM1-N701-A-S510-A_S73_L001,99,0
DMPX_BM1-N701-A-S510-A_S73_L001,100,0
DMPX_BM1-N701-A-S510-A_S73_L001,101,0
DMPX_BM1-N701-A-S510-A_S73_L001,102,0
DMPX_BM1-N701-A-S510-A_S73_L001,103,0
DMPX_BM1-N701-A-S510-A_S73_L001,104,0
DMPX_BM1-N701-A-S510-A_S73_L001,105,0
DMPX_BM1-N701-A-S510-A_S73_L001,106,0
DMPX_BM1-N701-A-S510-A_S73_L001,107,0
DMPX_BM1-N701-A-S510-A_S73_L001,108,1
DMPX_BM1-N701-A-S510-A_S73_L001,109,0
DMPX_BM1-N701-A-S510-A_S73_L001,110,0
DMPX_BM1-N701-A-S510-A_S73_L001,111,0
DMPX_BM1-N701-A-S510-A_S73_L001,112,0
DMPX_BM1-N701-A-S510-A_S73_L001,113,0
DMPX_BM1-N701-A-S510-A_S73_L001,114,1
DMPX_BM1-N701-A-S510-A_S73_L001,115,0
DMPX_BM1-N701-A-S510-A_S73_L001,116,1
DMPX_BM1-N701-A-S510-A_S73_L001,117,0
DMPX_BM1-N701-A-S510-A_S73_L001,118,0
DMPX_BM1-N701-A-S510-A_S73_L001,119,0
DMPX_BM1-N701-A-S510-A_S73_L001,120,0
DMPX_BM1-N701-A-S510-A_S73_L001,121,0
DMPX_BM1-N701-A-S510-A_S73_L001,122,1
DMPX_BM1-N701-A-S510-A_S73_L001,123,0
DMPX_BM1-N701-A-S510-A_S73_L001,124,0
DMPX_BM1-N701-A-S510-A_S73_L001,125,0
DMPX_BM1-N701-A-S510-A_S73_L001,126,0
DMPX_BM1-N701-A-S510-A_S73_L001,127,0
DMPX_BM1-N701-A-S510-A_S73_L001,128,0
DMPX_BM1-N701-A-S510-A_S73_L001,129,0
DMPX_BM1-N701-A-S510-A_S73_L001,130,0
DMPX_BM1-N701-A-S510-A_S73_L001,131,0
DMPX_BM1-N701-A-S510-A_S73_L001,132,0
DMPX_BM1-N701-A-S510-A_S73_L001,133,0
DMPX_BM1-N701-A-S510-A_S73_L001,134,0
DMPX_BM1-N701-A-S510-A_S73_L001,135,0
DMPX_BM1-N701-A-S510-A_S73_L001,136,0
DMPX_BM1-N701-A-S510-A_S73_L001,137,0
DMPX_BM1-N701-A-S510-A_S73_L001,138,0
DMPX_BM1-N701-A-S510-A_S73_L001,139,0
DMPX_BM1-N701-A-S510-A_S73_L001,140,0
DMPX_BM1-N701-A-S510-A_S73_L001,141,0
DMPX_BM1-N701-A-S510-A_S73_L001,142,0
DMPX_BM1-N701-A-S510-A_S73_L001,143,0
DMPX_BM1-N701-A-S510-A_S73_L001,144,0
DMPX_BM1-N701-A-S510-A_S73_L001,145,0
DMPX_BM1-N701-A-S510-A_S73_L001,146,0
DMPX_BM1-N701-A-S510-A_S73_L001,147,1
DMPX_BM1-N701-A-S510-A_S73_L001,148,0
DMPX_BM1-N701-A-S510-A_S73_L001,149,0
DMPX_BM1-N701-A-S510-A_S73_L001,150,0
DMPX_BM1-N701-A-S510-A_S73_L001,151,0
DMPX_BM1-N701-A-S510-A_S73_L001,152,0
DMPX_BM1-N701-A-S510-A_S73_L001,153,0
DMPX_BM1-N701-A-S510-A_S73_L001,154,0
DMPX_BM1-N701-A-S510-A_S73_L001,155,0
DMPX_BM1-N701-A-S510-A_S73_L001,156,0
DMPX_BM1-N701-A-S510-A_S73_L001,157,0
DMPX_BM1-N701-A-S510-A_S73_L001,158,0
DMPX_BM1-N701-A-S510-A_S73_L001,159,0
DMPX_BM1-N701-A-S510-A_S73_L001,160,0
DMPX_BM1-N701-A-S510-A_S73_L001,161,0
DMPX_BM1-N701-A-S510-A_S73_L001,162,0
DMPX_BM1-N701-A-S510-A_S73_L001,163,0
DMPX_BM1-N701-A-S510-A_S73_L001,164,0
DMPX_BM1-N701-A-S510-A_S73_L001,165,0
DMPX_BM1-N701-A-S510-A_S73_L001,166,0
DMPX_BM1-N701-A-S510-A_S73_L001,167,0
DMPX_BM1-N701-A-S510-A_S73_L001,168,0
DMPX_BM1-N701-A-S510-A_S73_L001,169,0
DMPX_BM1-N701-A-S510-A_S73_L001,170,1
DMPX_BM1-N701-A-S510-A_S73_L001,171,0
DMPX_BM1-N701-A-S510-A_S73_L001,172,0
DMPX_BM1-N701-A-S510-A_S73_L001,173,0
DMPX_BM1-N701-A-S510-A_S73_L001,174,0
DMPX_BM1-N701-A-S510-A_S73_L001,175,0
DMPX_BM1-N701-A-S510-A_S73_L001,176,0
DMPX_BM1-N701-A-S510-A_S73_L001,177,0
DMPX_BM1-N701-A-S510-A_S73_L001,178,1
DMPX_BM1-N701-A-S510-A_S73_L001,179,0
DMPX_BM1-N701-A-S510-A_S73_L001,180,0
DMPX_BM1-N701-A-S510-A_S73_L001,181,0
DMPX_BM1-N701-A-S510-A_S73_L001,182,0
DMPX_BM1-N701-A-S510-A_S73_L001,183,0
DMPX_BM1-N701-A-S510-A_S73_L001,184,0
DMPX_BM1-N701-A-S510-A_S73_L001,185,0
DMPX_BM1-N701-A-S510-A_S73_L001,186,1
DMPX_BM1-N701-A-S510-A_S73_L001,187,0
DMPX_BM1-N701-A-S510-A_S73_L001,188,0
DMPX_BM1-N701-A-S510-A_S73_L001,189,0
DMPX_BM1-N701-A-S510-A_S73_L001,190,0
DMPX_BM1-N701-A-S510-A_S73_L001,191,0
DMPX_BM1-N701-A-S510-A_S73_L001,192,0
DMPX_BM1-N701-A-S510-A_S73_L001,193,0
DMPX_BM1-N701-A-S510-A_S73_L001,194,0
DMPX_BM1-N701-A-S510-A_S73_L001,195,0
DMPX_BM1-N701-A-S510-A_S73_L001,196,0
DMPX_BM1-N701-A-S510-A_S73_L001,197,0
DMPX_BM1-N701-A-S510-A_S73_L001,198,0
DMPX_BM1-N701-A-S510-A_S73_L001,199,0
DMPX_BM1-N701-A-S510-A_S73_L001,200,0
DMPX_BM1-N701-A-S511-A_S85_L001,1,0
DMPX_BM1-N701-A-S511-A_S85_L001,2,0
DMPX_BM1-N701-A-S511-A_S85_L001,3,1
DMPX_BM1-N701-A-S511-A_S85_L001,4,2
DMPX_BM1-N701-A-S511-A_S85_L001,5,1
DMPX_BM1-N701-A-S511-A_S85_L001,6,5
DMPX_BM1-N701-A-S511-A_S85_L001,7,0
DMPX_BM1-N701-A-S511-A_S85_L001,8,7
DMPX_BM1-N701-A-S511-A_S85_L001,9,3
DMPX_BM1-N701-A-S511-A_S85_L001,10,12
DMPX_BM1-N701-A-S511-A_S85_L001,11,6
DMPX_BM1-N701-A-S511-A_S85_L001,12,7
DMPX_BM1-N701-A-S511-A_S85_L001,13,9
DMPX_BM1-N701-A-S511-A_S85_L001,14,13
DMPX_BM1-N701-A-S511-A_S85_L001,15,32
DMPX_BM1-N701-A-S511-A_S85_L001,16,36
DMPX_BM1-N701-A-S511-A_S85_L001,17,110
DMPX_BM1-N701-A-S511-A_S85_L001,18,374
DMPX_BM1-N701-A-S511-A_S85_L001,19,2087
DMPX_BM1-N701-A-S511-A_S85_L001,20,8623
DMPX_BM1-N701-A-S511-A_S85_L001,21,172
DMPX_BM1-N701-A-S511-A_S85_L001,22,40
DMPX_BM1-N701-A-S511-A_S85_L001,23,10
DMPX_BM1-N701-A-S511-A_S85_L001,24,8
DMPX_BM1-N701-A-S511-A_S85_L001,25,7
DMPX_BM1-N701-A-S511-A_S85_L001,26,9
DMPX_BM1-N701-A-S511-A_S85_L001,27,7
DMPX_BM1-N701-A-S511-A_S85_L001,28,5
DMPX_BM1-N701-A-S511-A_S85_L001,29,15
DMPX_BM1-N701-A-S511-A_S85_L001,30,8
DMPX_BM1-N701-A-S511-A_S85_L001,31,18
DMPX_BM1-N701-A-S511-A_S85_L001,32,15
DMPX_BM1-N701-A-S511-A_S85_L001,33,13
DMPX_BM1-N701-A-S511-A_S85_L001,34,25
DMPX_BM1-N701-A-S511-A_S85_L001,35,27
DMPX_BM1-N701-A-S511-A_S85_L001,36,37
DMPX_BM1-N701-A-S511-A_S85_L001,37,38
DMPX_BM1-N701-A-S511-A_S85_L001,38,54
DMPX_BM1-N701-A-S511-A_S85_L001,39,73
DMPX_BM1-N701-A-S511-A_S85_L001,40,146
DMPX_BM1-N701-A-S511-A_S85_L001,41,307
DMPX_BM1-N701-A-S511-A_S85_L001,42,736
